Trial 0
Num parameters: 1090692	 Num Trainable parameters: 1090692
Epoch 0. Training Loss: 67.253, Training Accuracy: 0.080, Testing Loss: 67.082, Testing Accuracy: 0.100 
Epoch 1. Training Loss: 67.026, Training Accuracy: 0.102, Testing Loss: 66.767, Testing Accuracy: 0.128 
Epoch 2. Training Loss: 66.604, Training Accuracy: 0.148, Testing Loss: 66.253, Testing Accuracy: 0.186 
Epoch 3. Training Loss: 66.393, Training Accuracy: 0.172, Testing Loss: 66.050, Testing Accuracy: 0.202 
Epoch 4. Training Loss: 66.191, Training Accuracy: 0.188, Testing Loss: 65.806, Testing Accuracy: 0.230 
Epoch 5. Training Loss: 65.926, Training Accuracy: 0.214, Testing Loss: 65.664, Testing Accuracy: 0.244 
Epoch 6. Training Loss: 65.683, Training Accuracy: 0.240, Testing Loss: 65.503, Testing Accuracy: 0.256 
Epoch 7. Training Loss: 65.500, Training Accuracy: 0.258, Testing Loss: 65.146, Testing Accuracy: 0.302 
Epoch 8. Training Loss: 65.313, Training Accuracy: 0.278, Testing Loss: 65.170, Testing Accuracy: 0.290 
Epoch 9. Training Loss: 65.142, Training Accuracy: 0.292, Testing Loss: 65.056, Testing Accuracy: 0.298 
Epoch 10. Training Loss: 65.009, Training Accuracy: 0.306, Testing Loss: 65.044, Testing Accuracy: 0.304 
Epoch 11. Training Loss: 64.987, Training Accuracy: 0.306, Testing Loss: 64.920, Testing Accuracy: 0.320 
Epoch 12. Training Loss: 65.067, Training Accuracy: 0.300, Testing Loss: 64.852, Testing Accuracy: 0.324 
Epoch 13. Training Loss: 64.754, Training Accuracy: 0.334, Testing Loss: 64.832, Testing Accuracy: 0.320 
Epoch 14. Training Loss: 64.696, Training Accuracy: 0.334, Testing Loss: 64.715, Testing Accuracy: 0.332 
Epoch 15. Training Loss: 64.776, Training Accuracy: 0.328, Testing Loss: 64.501, Testing Accuracy: 0.360 
Epoch 16. Training Loss: 64.616, Training Accuracy: 0.348, Testing Loss: 64.794, Testing Accuracy: 0.324 
Epoch 17. Training Loss: 64.493, Training Accuracy: 0.356, Testing Loss: 64.523, Testing Accuracy: 0.352 
Epoch 18. Training Loss: 64.512, Training Accuracy: 0.356, Testing Loss: 64.602, Testing Accuracy: 0.346 
Epoch 19. Training Loss: 64.331, Training Accuracy: 0.376, Testing Loss: 64.610, Testing Accuracy: 0.346 
Epoch 20. Training Loss: 64.326, Training Accuracy: 0.374, Testing Loss: 64.334, Testing Accuracy: 0.378 
Epoch 21. Training Loss: 64.305, Training Accuracy: 0.378, Testing Loss: 64.284, Testing Accuracy: 0.372 
Epoch 22. Training Loss: 64.135, Training Accuracy: 0.394, Testing Loss: 64.211, Testing Accuracy: 0.386 
Epoch 23. Training Loss: 64.094, Training Accuracy: 0.396, Testing Loss: 64.290, Testing Accuracy: 0.382 
Epoch 24. Training Loss: 63.990, Training Accuracy: 0.408, Testing Loss: 64.320, Testing Accuracy: 0.372 
Epoch 25. Training Loss: 63.883, Training Accuracy: 0.418, Testing Loss: 64.321, Testing Accuracy: 0.378 
Epoch 26. Training Loss: 63.862, Training Accuracy: 0.424, Testing Loss: 64.090, Testing Accuracy: 0.404 
Epoch 27. Training Loss: 63.887, Training Accuracy: 0.418, Testing Loss: 64.260, Testing Accuracy: 0.380 
Epoch 28. Training Loss: 63.805, Training Accuracy: 0.420, Testing Loss: 64.101, Testing Accuracy: 0.392 
Epoch 29. Training Loss: 63.749, Training Accuracy: 0.432, Testing Loss: 64.219, Testing Accuracy: 0.386 
Epoch 30. Training Loss: 63.655, Training Accuracy: 0.436, Testing Loss: 64.028, Testing Accuracy: 0.408 
