Trial 0
Num parameters: 1090692	 Num Trainable parameters: 1090692
Epoch 0. Training Loss: 67.385, Training Accuracy: 0.066, Testing Loss: 67.461, Testing Accuracy: 0.060 
Epoch 1. Training Loss: 67.058, Training Accuracy: 0.104, Testing Loss: 67.260, Testing Accuracy: 0.078 
Epoch 2. Training Loss: 66.690, Training Accuracy: 0.140, Testing Loss: 67.088, Testing Accuracy: 0.096 
Epoch 3. Training Loss: 66.487, Training Accuracy: 0.164, Testing Loss: 66.901, Testing Accuracy: 0.118 
Epoch 4. Training Loss: 66.246, Training Accuracy: 0.184, Testing Loss: 66.632, Testing Accuracy: 0.144 
Epoch 5. Training Loss: 66.172, Training Accuracy: 0.188, Testing Loss: 66.503, Testing Accuracy: 0.160 
Epoch 6. Training Loss: 65.914, Training Accuracy: 0.216, Testing Loss: 66.305, Testing Accuracy: 0.180 
Epoch 7. Training Loss: 65.802, Training Accuracy: 0.228, Testing Loss: 66.262, Testing Accuracy: 0.190 
Epoch 8. Training Loss: 65.750, Training Accuracy: 0.228, Testing Loss: 66.156, Testing Accuracy: 0.196 
Epoch 9. Training Loss: 65.468, Training Accuracy: 0.262, Testing Loss: 66.293, Testing Accuracy: 0.178 
Epoch 10. Training Loss: 65.376, Training Accuracy: 0.270, Testing Loss: 65.864, Testing Accuracy: 0.226 
Epoch 11. Training Loss: 65.254, Training Accuracy: 0.282, Testing Loss: 65.747, Testing Accuracy: 0.232 
Epoch 12. Training Loss: 65.179, Training Accuracy: 0.288, Testing Loss: 65.769, Testing Accuracy: 0.236 
Epoch 13. Training Loss: 64.980, Training Accuracy: 0.306, Testing Loss: 65.738, Testing Accuracy: 0.238 
Epoch 14. Training Loss: 64.822, Training Accuracy: 0.324, Testing Loss: 65.445, Testing Accuracy: 0.266 
Epoch 15. Training Loss: 64.719, Training Accuracy: 0.336, Testing Loss: 65.634, Testing Accuracy: 0.248 
Epoch 16. Training Loss: 64.736, Training Accuracy: 0.334, Testing Loss: 65.323, Testing Accuracy: 0.282 
Epoch 17. Training Loss: 64.614, Training Accuracy: 0.346, Testing Loss: 65.464, Testing Accuracy: 0.266 
Epoch 18. Training Loss: 64.560, Training Accuracy: 0.350, Testing Loss: 65.359, Testing Accuracy: 0.276 
Epoch 19. Training Loss: 64.317, Training Accuracy: 0.378, Testing Loss: 65.468, Testing Accuracy: 0.256 
Epoch 20. Training Loss: 64.330, Training Accuracy: 0.376, Testing Loss: 65.432, Testing Accuracy: 0.262 
Epoch 21. Training Loss: 64.439, Training Accuracy: 0.362, Testing Loss: 65.247, Testing Accuracy: 0.284 
Epoch 22. Training Loss: 64.289, Training Accuracy: 0.376, Testing Loss: 65.093, Testing Accuracy: 0.298 
Epoch 23. Training Loss: 64.218, Training Accuracy: 0.384, Testing Loss: 65.301, Testing Accuracy: 0.266 
Epoch 24. Training Loss: 64.178, Training Accuracy: 0.390, Testing Loss: 65.134, Testing Accuracy: 0.296 
Epoch 25. Training Loss: 64.045, Training Accuracy: 0.406, Testing Loss: 65.233, Testing Accuracy: 0.284 
Epoch 26. Training Loss: 63.831, Training Accuracy: 0.426, Testing Loss: 65.101, Testing Accuracy: 0.302 
Epoch 27. Training Loss: 63.859, Training Accuracy: 0.424, Testing Loss: 65.196, Testing Accuracy: 0.290 
Epoch 28. Training Loss: 63.806, Training Accuracy: 0.428, Testing Loss: 65.108, Testing Accuracy: 0.296 
Epoch 29. Training Loss: 63.731, Training Accuracy: 0.430, Testing Loss: 65.080, Testing Accuracy: 0.304 
Epoch 30. Training Loss: 63.722, Training Accuracy: 0.434, Testing Loss: 65.013, Testing Accuracy: 0.308 
Epoch 31. Training Loss: 63.750, Training Accuracy: 0.434, Testing Loss: 65.051, Testing Accuracy: 0.304 
Epoch 32. Training Loss: 63.501, Training Accuracy: 0.456, Testing Loss: 65.014, Testing Accuracy: 0.304 
Epoch 33. Training Loss: 63.505, Training Accuracy: 0.458, Testing Loss: 64.994, Testing Accuracy: 0.314 
Epoch 34. Training Loss: 63.409, Training Accuracy: 0.472, Testing Loss: 65.035, Testing Accuracy: 0.300 
Epoch 35. Training Loss: 63.355, Training Accuracy: 0.468, Testing Loss: 64.882, Testing Accuracy: 0.322 
Epoch 36. Training Loss: 63.318, Training Accuracy: 0.474, Testing Loss: 64.871, Testing Accuracy: 0.318 
Epoch 37. Training Loss: 63.227, Training Accuracy: 0.484, Testing Loss: 64.914, Testing Accuracy: 0.316 
Epoch 38. Training Loss: 63.173, Training Accuracy: 0.492, Testing Loss: 64.832, Testing Accuracy: 0.326 
Epoch 39. Training Loss: 63.245, Training Accuracy: 0.484, Testing Loss: 64.893, Testing Accuracy: 0.322 
Epoch 40. Training Loss: 63.228, Training Accuracy: 0.486, Testing Loss: 64.904, Testing Accuracy: 0.318 
Epoch 41. Training Loss: 63.153, Training Accuracy: 0.494, Testing Loss: 65.066, Testing Accuracy: 0.302 
Epoch 42. Training Loss: 63.064, Training Accuracy: 0.502, Testing Loss: 64.949, Testing Accuracy: 0.314 
Epoch 43. Training Loss: 63.042, Training Accuracy: 0.504, Testing Loss: 65.024, Testing Accuracy: 0.304 
Epoch 44. Training Loss: 63.064, Training Accuracy: 0.500, Testing Loss: 64.949, Testing Accuracy: 0.308 
Epoch 45. Training Loss: 63.095, Training Accuracy: 0.496, Testing Loss: 64.995, Testing Accuracy: 0.306 
Epoch 46. Training Loss: 63.004, Training Accuracy: 0.508, Testing Loss: 64.944, Testing Accuracy: 0.314 
Epoch 47. Training Loss: 62.966, Training Accuracy: 0.514, Testing Loss: 64.966, Testing Accuracy: 0.314 
Epoch 48. Training Loss: 63.010, Training Accuracy: 0.502, Testing Loss: 64.781, Testing Accuracy: 0.330 
Epoch 49. Training Loss: 62.950, Training Accuracy: 0.510, Testing Loss: 64.776, Testing Accuracy: 0.330 
Epoch 50. Training Loss: 62.864, Training Accuracy: 0.524, Testing Loss: 64.983, Testing Accuracy: 0.298 
Epoch 51. Training Loss: 62.894, Training Accuracy: 0.516, Testing Loss: 64.757, Testing Accuracy: 0.340 
Epoch 52. Training Loss: 62.863, Training Accuracy: 0.518, Testing Loss: 64.838, Testing Accuracy: 0.328 
Epoch 53. Training Loss: 62.745, Training Accuracy: 0.534, Testing Loss: 64.823, Testing Accuracy: 0.324 
Epoch 54. Training Loss: 62.814, Training Accuracy: 0.524, Testing Loss: 65.026, Testing Accuracy: 0.300 
Epoch 55. Training Loss: 62.572, Training Accuracy: 0.552, Testing Loss: 64.762, Testing Accuracy: 0.326 
Epoch 56. Training Loss: 62.635, Training Accuracy: 0.542, Testing Loss: 64.833, Testing Accuracy: 0.318 
Epoch 57. Training Loss: 62.643, Training Accuracy: 0.544, Testing Loss: 64.491, Testing Accuracy: 0.360 
Epoch 58. Training Loss: 62.690, Training Accuracy: 0.542, Testing Loss: 64.373, Testing Accuracy: 0.376 
Epoch 59. Training Loss: 62.644, Training Accuracy: 0.546, Testing Loss: 64.534, Testing Accuracy: 0.352 
Epoch 60. Training Loss: 62.546, Training Accuracy: 0.554, Testing Loss: 64.442, Testing Accuracy: 0.362 
Epoch 61. Training Loss: 62.599, Training Accuracy: 0.550, Testing Loss: 64.540, Testing Accuracy: 0.352 
Epoch 62. Training Loss: 62.348, Training Accuracy: 0.574, Testing Loss: 64.332, Testing Accuracy: 0.378 
Epoch 63. Training Loss: 62.435, Training Accuracy: 0.558, Testing Loss: 64.263, Testing Accuracy: 0.378 
Epoch 64. Training Loss: 62.264, Training Accuracy: 0.584, Testing Loss: 64.477, Testing Accuracy: 0.362 
Epoch 65. Training Loss: 62.389, Training Accuracy: 0.568, Testing Loss: 64.197, Testing Accuracy: 0.392 
Epoch 66. Training Loss: 62.213, Training Accuracy: 0.584, Testing Loss: 64.075, Testing Accuracy: 0.402 
Epoch 67. Training Loss: 62.257, Training Accuracy: 0.584, Testing Loss: 64.082, Testing Accuracy: 0.404 
Epoch 68. Training Loss: 62.219, Training Accuracy: 0.582, Testing Loss: 64.133, Testing Accuracy: 0.394 
Epoch 69. Training Loss: 62.164, Training Accuracy: 0.590, Testing Loss: 64.199, Testing Accuracy: 0.394 
Epoch 70. Training Loss: 62.251, Training Accuracy: 0.580, Testing Loss: 64.420, Testing Accuracy: 0.366 
Epoch 71. Training Loss: 62.264, Training Accuracy: 0.578, Testing Loss: 64.294, Testing Accuracy: 0.380 
Epoch 72. Training Loss: 62.088, Training Accuracy: 0.598, Testing Loss: 64.266, Testing Accuracy: 0.378 
Epoch 73. Training Loss: 62.168, Training Accuracy: 0.588, Testing Loss: 64.318, Testing Accuracy: 0.380 
Epoch 74. Training Loss: 62.088, Training Accuracy: 0.598, Testing Loss: 64.244, Testing Accuracy: 0.382 
Epoch 75. Training Loss: 62.040, Training Accuracy: 0.606, Testing Loss: 64.370, Testing Accuracy: 0.372 
Epoch 76. Training Loss: 62.129, Training Accuracy: 0.596, Testing Loss: 64.157, Testing Accuracy: 0.390 
Epoch 77. Training Loss: 62.081, Training Accuracy: 0.598, Testing Loss: 64.324, Testing Accuracy: 0.368 
Epoch 78. Training Loss: 62.078, Training Accuracy: 0.600, Testing Loss: 64.156, Testing Accuracy: 0.390 
Epoch 79. Training Loss: 62.003, Training Accuracy: 0.608, Testing Loss: 64.279, Testing Accuracy: 0.380 
Epoch 80. Training Loss: 61.882, Training Accuracy: 0.618, Testing Loss: 64.134, Testing Accuracy: 0.400 
Epoch 81. Training Loss: 61.862, Training Accuracy: 0.622, Testing Loss: 64.195, Testing Accuracy: 0.394 
